FID,FID_philly,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Shape_Leng,Shape_Area,test_area,bg_area,FID_wards_,ward_str,new_area,ratio
1733,1028,1029,42,101,026400,4,1500000US421010264004,421010264004,4,BG,77980.000000000000000,0.000000000000000,3765.906239679999999,837863.565061999950558,837863.565061999950558,837863.565061999950558,1,10,837863.565061999950558,1.000000000000000
1734,1029,1030,42,101,008500,3,1500000US421010085003,421010085003,3,BG,87690.000000000000000,0.000000000000000,3926.118072750000010,944037.582276999950409,944037.582276999950409,944037.582276999950409,58,60,944037.582271000021137,0.999999999994000
1735,1030,1031,42,101,989100,1,1500000US421019891001,421019891001,1,BG,2664986.000000000000000,1649712.000000000000000,31085.466574400001264,46280989.151000000536442,46280989.151000000536442,46280989.151000000536442,63,65,44684450.951800003647804,0.965503369127000
1736,1031,1032,42,101,030800,4,1500000US421010308004,421010308004,4,BG,220947.000000000000000,0.000000000000000,6249.723304860000098,2305815.565309999976307,2305815.565309999976307,2305815.565309999976307,28,35,1.134352876440000,0.000000491952996
1737,1031,1032,42,101,030800,4,1500000US421010308004,421010308004,4,BG,220947.000000000000000,0.000000000000000,6249.723304860000098,2305815.565309999976307,2305815.565309999976307,2305815.565309999976307,50,53,2305814.430980000179261,0.999999508057000
1738,1032,1033,42,101,021100,1,1500000US421010211001,421010211001,1,BG,176370.000000000000000,0.000000000000000,6165.203753970000434,1847953.127300000051036,1847953.127300000051036,1847953.127300000051036,13,21,1847953.127300000051036,1.000000000000000
1739,1033,1034,42,101,026400,3,1500000US421010264003,421010264003,3,BG,100900.000000000000000,0.000000000000000,4365.378013300000021,1208120.209280000068247,1208120.209280000068247,1208120.209280000068247,1,10,1205912.994829999981448,0.998173017525000
1740,1033,1034,42,101,026400,3,1500000US421010264003,421010264003,3,BG,100900.000000000000000,0.000000000000000,4365.378013300000021,1208120.209280000068247,1208120.209280000068247,1208120.209280000068247,14,22,698.230152619000023,0.000577947581090
1741,1033,1034,42,101,026400,3,1500000US421010264003,421010264003,3,BG,100900.000000000000000,0.000000000000000,4365.378013300000021,1208120.209280000068247,1208120.209280000068247,1208120.209280000068247,56,59,1509.013289570000097,0.001249058891640
1742,1034,1035,42,101,029800,1,1500000US421010298001,421010298001,1,BG,189747.000000000000000,0.000000000000000,5730.987216620000254,2033025.380839999997988,2033025.380839999997988,2033025.380839999997988,60,62,2033025.380820000078529,0.999999999990000
1743,1035,1036,42,101,033102,2,1500000US421010331022,421010331022,2,BG,116968.000000000000000,0.000000000000000,4629.143460479999703,1260728.914150000084192,1260728.914150000084192,1260728.914150000084192,62,64,1257985.859309999970719,0.997824231039000
1744,1035,1036,42,101,033102,2,1500000US421010331022,421010331022,2,BG,116968.000000000000000,0.000000000000000,4629.143460479999703,1260728.914150000084192,1260728.914150000084192,1260728.914150000084192,63,65,2743.054840209999838,0.002175768961450
1745,1036,1037,42,101,003800,4,1500000US421010038004,421010038004,4,BG,74359.000000000000000,0.000000000000000,4076.140876899999967,802401.526939000003040,802401.526939000003040,802401.526939000003040,18,26,802401.526935999980196,0.999999999996000
1746,1037,1038,42,101,011800,2,1500000US421010118002,421010118002,2,BG,110558.000000000000000,0.000000000000000,4484.091258209999978,1187406.717900000046939,1187406.717900000046939,1187406.717900000046939,49,52,1187406.717879999894649,0.999999999983000
1747,1038,1039,42,101,028300,2,1500000US421010283002,421010283002,2,BG,68915.000000000000000,0.000000000000000,3543.187671470000168,738985.945887999958359,738985.945887999958359,738985.945887999958359,45,49,738985.945892999996431,1.000000000010000
1748,1039,1040,42,101,032000,6,1500000US421010320006,421010320006,6,BG,82936.000000000000000,0.000000000000000,4027.127250609999919,895388.416759000043385,895388.416759000043385,895388.416759000043385,37,41,2213.118090479999864,0.002471684968290
1749,1039,1040,42,101,032000,6,1500000US421010320006,421010320006,6,BG,82936.000000000000000,0.000000000000000,4027.127250609999919,895388.416759000043385,895388.416759000043385,895388.416759000043385,52,55,893175.298660999978893,0.997528315023000
1750,1040,1041,42,101,035500,1,1500000US421010355001,421010355001,1,BG,706608.000000000000000,0.000000000000000,11694.701265600000625,7686778.565440000034869,7686778.565440000034869,7686778.565440000034869,55,58,7686778.565460000187159,1.000000000000000
1751,1041,1042,42,101,031501,4,1500000US421010315014,421010315014,4,BG,118002.000000000000000,0.000000000000000,4504.835140969999884,1270025.316210000077263,1270025.316210000077263,1270025.316210000077263,52,55,1270025.316200000001118,0.999999999992000
1752,1042,1043,42,101,029200,1,1500000US421010292001,421010292001,1,BG,230692.000000000000000,3645.000000000000000,7430.751747129999785,2427735.394350000191480,2427735.394350000191480,2427735.394350000191480,15,23,2420522.965679999906570,0.997029153718000
1753,1042,1043,42,101,029200,1,1500000US421010292001,421010292001,1,BG,230692.000000000000000,3645.000000000000000,7430.751747129999785,2427735.394350000191480,2427735.394350000191480,2427735.394350000191480,28,35,686.893464999999992,0.000282935886093
1754,1042,1043,42,101,029200,1,1500000US421010292001,421010292001,1,BG,230692.000000000000000,3645.000000000000000,7430.751747129999785,2427735.394350000191480,2427735.394350000191480,2427735.394350000191480,38,42,6525.535228400000051,0.002687910405550
1755,1043,1044,42,101,037800,1,1500000US421010378001,421010378001,1,BG,456777.000000000000000,211932.000000000000000,14950.772788599999330,7200454.628689999692142,7200454.628689999692142,7200454.628689999692142,9,18,1856.950330489999942,0.000257893483988
1756,1043,1044,42,101,037800,1,1500000US421010378001,421010378001,1,BG,456777.000000000000000,211932.000000000000000,14950.772788599999330,7200454.628689999692142,7200454.628689999692142,7200454.628689999692142,24,31,6976407.603219999931753,0.968884322307000
1757,1044,1045,42,101,007200,6,1500000US421010072006,421010072006,6,BG,148358.000000000000000,0.000000000000000,5379.013426559999971,1691944.485809999983758,1691944.485809999983758,1691944.485809999983758,22,3,2863.482570199999827,0.001692421113230
1758,1044,1045,42,101,007200,6,1500000US421010072006,421010072006,6,BG,148358.000000000000000,0.000000000000000,5379.013426559999971,1691944.485809999983758,1691944.485809999983758,1691944.485809999983758,42,46,9125.150838980000117,0.005393292105920
1759,1044,1045,42,101,007200,6,1500000US421010072006,421010072006,6,BG,148358.000000000000000,0.000000000000000,5379.013426559999971,1691944.485809999983758,1691944.485809999983758,1691944.485809999983758,48,51,1679955.852410000050440,0.992914286786000
1760,1045,1046,42,101,004102,1,1500000US421010041021,421010041021,1,BG,113975.000000000000000,0.000000000000000,4507.414104100000259,1228566.406119999941438,1228566.406119999941438,1228566.406119999941438,32,39A,1228143.530160000082105,0.999655797230000
1761,1045,1046,42,101,004102,1,1500000US421010041021,421010041021,1,BG,113975.000000000000000,0.000000000000000,4507.414104100000259,1228566.406119999941438,1228566.406119999941438,1228566.406119999941438,33,39B,422.875951755000017,0.000344202763195
1762,1046,1047,42,101,031600,2,1500000US421010316002,421010316002,2,BG,77505.000000000000000,0.000000000000000,3695.302057349999814,837175.856879999977536,837175.856879999977536,837175.856879999977536,52,55,837175.856888000038452,1.000000000010000
1763,1047,1048,42,101,029800,5,1500000US421010298005,421010298005,5,BG,66243.000000000000000,0.000000000000000,4878.931482560000404,816166.363427000003867,816166.363427000003867,816166.363427000003867,37,41,869.342501942000013,0.001065153553120
1764,1047,1048,42,101,029800,5,1500000US421010298005,421010298005,5,BG,66243.000000000000000,0.000000000000000,4878.931482560000404,816166.363427000003867,816166.363427000003867,816166.363427000003867,60,62,815297.020904000033624,0.998934846421000
1765,1048,1049,42,101,011900,3,1500000US421010119003,421010119003,3,BG,151190.000000000000000,0.000000000000000,8855.439125909999348,1777986.995039999950677,1777986.995039999950677,1777986.995039999950677,49,52,1777986.995030000107363,0.999999999994000
1766,1049,1050,42,101,016000,5,1500000US421010160005,421010160005,5,BG,87238.000000000000000,0.000000000000000,3985.658654190000107,938314.907585000037216,938314.907585000037216,938314.907585000037216,9,18,1656.479296940000040,0.001765376723260
1767,1049,1050,42,101,016000,5,1500000US421010160005,421010160005,5,BG,87238.000000000000000,0.000000000000000,3985.658654190000107,938314.907585000037216,938314.907585000037216,938314.907585000037216,24,31,936658.428301000036299,0.998234623291000
1768,1050,1051,42,101,031200,1,1500000US421010312001,421010312001,1,BG,79396.000000000000000,0.000000000000000,3762.430703269999867,837522.868888000026345,837522.868888000026345,837522.868888000026345,51,54,837522.868886000011116,0.999999999998000
1769,1051,1052,42,101,008400,5,1500000US421010084005,421010084005,5,BG,61062.000000000000000,0.000000000000000,4147.115307590000157,656418.399955000029877,656418.399955000029877,656418.399955000029877,58,60,656418.399957000045106,1.000000000000000
1770,1052,1053,42,101,028400,3,1500000US421010284003,421010284003,3,BG,157884.000000000000000,0.000000000000000,5366.568924119999792,1696390.357959999935701,1696390.357959999935701,1696390.357959999935701,45,49,1696390.357940000016242,0.999999999988000
1771,1053,1054,42,101,010400,3,1500000US421010104003,421010104003,3,BG,164175.000000000000000,0.000000000000000,6378.732835169999817,1752228.665370000060648,1752228.665370000060648,1752228.665370000060648,40,44,1750540.056339999893680,0.999036307838000
1772,1053,1054,42,101,010400,3,1500000US421010104003,421010104003,3,BG,164175.000000000000000,0.000000000000000,6378.732835169999817,1752228.665370000060648,1752228.665370000060648,1752228.665370000060648,57,6,1688.609035440000071,0.000963692164620
1773,1054,1055,42,101,002702,2,1500000US421010027022,421010027022,2,BG,71075.000000000000000,0.000000000000000,3847.913164229999893,765691.184315999969840,765691.184315999969840,765691.184315999969840,0,1,763524.159288999973796,0.997169844617000
1774,1054,1055,42,101,002702,2,1500000US421010027022,421010027022,2,BG,71075.000000000000000,0.000000000000000,3847.913164229999893,765691.184315999969840,765691.184315999969840,765691.184315999969840,32,39A,2167.025003520000155,0.002830155352330
1775,1055,1056,42,101,019000,3,1500000US421010190003,421010190003,3,BG,249221.000000000000000,6097.000000000000000,8458.359183180000400,2803593.222959999926388,2803593.222959999926388,2803593.222959999926388,15,23,91976.244202799993218,0.032806558187400
1776,1055,1056,42,101,019000,3,1500000US421010190003,421010190003,3,BG,249221.000000000000000,6097.000000000000000,8458.359183180000400,2803593.222959999926388,2803593.222959999926388,2803593.222959999926388,26,33,2709501.505299999844283,0.966438883897000
1777,1055,1056,42,101,019000,3,1500000US421010190003,421010190003,3,BG,249221.000000000000000,6097.000000000000000,8458.359183180000400,2803593.222959999926388,2803593.222959999926388,2803593.222959999926388,41,45,2115.473456329999863,0.000754557914824
1778,1056,1057,42,101,011400,4,1500000US421010114004,421010114004,4,BG,73635.000000000000000,0.000000000000000,3638.211357610000050,793589.666109999991022,793589.666109999991022,793589.666109999991022,27,34,793589.666118999943137,1.000000000010000
1779,1057,1058,42,101,014000,1,1500000US421010140001,421010140001,1,BG,236177.000000000000000,0.000000000000000,8505.241059640000458,2475158.174039999954402,2475158.174039999954402,2475158.174039999954402,5,14,952.485633225000015,0.000384818086866
1780,1057,1058,42,101,014000,1,1500000US421010140001,421010140001,1,BG,236177.000000000000000,0.000000000000000,8505.241059640000458,2475158.174039999954402,2475158.174039999954402,2475158.174039999954402,6,15,9684.517546999999468,0.003912686327920
1781,1057,1058,42,101,014000,1,1500000US421010140001,421010140001,1,BG,236177.000000000000000,0.000000000000000,8505.241059640000458,2475158.174039999954402,2475158.174039999954402,2475158.174039999954402,43,47,2464521.170880000106990,0.995702495593000
1782,1058,1059,42,101,016000,2,1500000US421010160002,421010160002,2,BG,84497.000000000000000,0.000000000000000,3884.337049310000111,905956.158369999960996,905956.158369999960996,905956.158369999960996,9,18,2832.808743420000155,0.003126871777680
1783,1058,1059,42,101,016000,2,1500000US421010160002,421010160002,2,BG,84497.000000000000000,0.000000000000000,3884.337049310000111,905956.158369999960996,905956.158369999960996,905956.158369999960996,24,31,903123.349629999953322,0.996873128226000
1784,1059,1060,42,101,031101,1,1500000US421010311011,421010311011,1,BG,86557.000000000000000,0.000000000000000,3979.539718600000015,935664.419631000026129,935664.419631000026129,935664.419631000026129,50,53,932411.551270999945700,0.996523466863000
1785,1059,1060,42,101,031101,1,1500000US421010311011,421010311011,1,BG,86557.000000000000000,0.000000000000000,3979.539718600000015,935664.419631000026129,935664.419631000026129,935664.419631000026129,51,54,3252.868346650000149,0.003476533122780
1786,1060,1061,42,101,031700,3,1500000US421010317003,421010317003,3,BG,56034.000000000000000,0.000000000000000,3689.362288220000210,597281.542860000045039,597281.542860000045039,597281.542860000045039,52,55,1454.213635529999920,0.002434720531570
1787,1060,1061,42,101,031700,3,1500000US421010317003,421010317003,3,BG,56034.000000000000000,0.000000000000000,3689.362288220000210,597281.542860000045039,597281.542860000045039,597281.542860000045039,60,62,595827.329236999968998,0.997565279489000
1788,1061,1062,42,101,030100,2,1500000US421010301002,421010301002,2,BG,194672.000000000000000,0.000000000000000,5722.883355809999557,2089294.415610000025481,2089294.415610000025481,2089294.415610000025481,15,23,2089294.415590000106022,0.999999999990000
1789,1062,1063,42,101,019900,2,1500000US421010199002,421010199002,2,BG,112578.000000000000000,0.000000000000000,4799.582702179999615,1262161.840270000044256,1262161.840270000044256,1262161.840270000044256,39,43,1262161.840270000044256,1.000000000000000
